Date,Close,High,Low,Open,Volume
2025-12-30,273.0799865722656,274.0799865722656,272.2799987792969,272.80999755859375,22139600
2025-12-31,271.8599853515625,273.67999267578125,271.75,273.05999755859375,27293600
2026-01-02,271.010009765625,277.8399963378906,269.0,272.260009765625,37838100
2026-01-05,267.260009765625,271.510009765625,266.1400146484375,270.6400146484375,45647200
2026-01-06,262.3599853515625,267.54998779296875,262.1199951171875,267.0,52352100
2026-01-07,260.3299865722656,263.67999267578125,259.80999755859375,263.20001220703125,48309800
2026-01-08,259.0400085449219,259.2900085449219,255.6999969482422,257.0199890136719,50419300
2026-01-09,259.3699951171875,260.2099914550781,256.2200012207031,259.0799865722656,39997000
2026-01-12,260.25,261.29998779296875,256.79998779296875,259.1600036621094,45263800
2026-01-13,261.04998779296875,261.80999755859375,258.3900146484375,258.7200012207031,45730800
2026-01-14,259.9599914550781,261.82000732421875,256.7099914550781,259.489990234375,40019400
2026-01-15,258.2099914550781,261.0400085449219,257.04998779296875,260.6499938964844,39388600
2026-01-16,255.52999877929688,258.8999938964844,254.92999267578125,257.8999938964844,72142800
2026-01-20,246.6999969482422,254.7899932861328,243.4199981689453,252.72999572753906,80267500
2026-01-21,247.64999389648438,251.55999755859375,245.17999267578125,248.6999969482422,54641700
2026-01-22,248.35000610351562,251.0,248.14999389648438,249.1999969482422,39708300
2026-01-23,248.0399932861328,249.41000366210938,244.67999267578125,247.32000732421875,41689000
2026-01-26,255.41000366210938,256.55999755859375,249.8000030517578,251.47999572753906,55969200
2026-01-27,258.2699890136719,261.95001220703125,258.2099914550781,259.1700134277344,49648300
2026-01-28,256.44000244140625,258.8599853515625,254.50999450683594,257.6499938964844,41288000
2026-01-29,258.2799987792969,259.6499938964844,254.41000366210938,258.0,66621700
