Date,Close,High,Low,Open,Volume
2025-12-29,487.1000061035156,488.3500061035156,484.17999267578125,484.8599853515625,10893400
2025-12-30,487.4800109863281,489.67999267578125,485.5,485.92999267578125,13944500
2025-12-31,483.6199951171875,488.1400146484375,483.29998779296875,487.8399963378906,15601600
2026-01-02,472.94000244140625,484.6600036621094,470.1600036621094,484.3900146484375,25571600
2026-01-05,472.8500061035156,476.07000732421875,469.5,474.05999755859375,25250300
2026-01-06,478.510009765625,478.739990234375,469.75,473.79998779296875,23037700
2026-01-07,483.4700012207031,489.70001220703125,477.95001220703125,479.760009765625,25564200
2026-01-08,478.1099853515625,482.6600036621094,475.8599853515625,481.239990234375,18162600
2026-01-09,479.2799987792969,479.82000732421875,472.20001220703125,474.05999755859375,18491000
2026-01-12,477.17999267578125,480.989990234375,475.67999267578125,476.6700134277344,23519900
2026-01-13,470.6700134277344,475.7799987792969,465.95001220703125,474.67999267578125,28545800
2026-01-14,459.3800048828125,468.20001220703125,457.1700134277344,466.4599914550781,28184300
2026-01-15,456.6600036621094,464.25,455.8999938964844,464.1199951171875,23225800
2026-01-16,459.8599853515625,463.19000244140625,456.4800109863281,457.8299865722656,34246700
2026-01-20,454.5199890136719,456.79998779296875,449.2799987792969,451.2200012207031,26130000
2026-01-21,444.1099853515625,452.69000244140625,438.67999267578125,452.6000061035156,37980500
2026-01-22,451.1400146484375,452.8399963378906,444.70001220703125,447.6199951171875,25349400
2026-01-23,465.95001220703125,471.1000061035156,450.5299987792969,451.8699951171875,38000200
2026-01-26,470.2799987792969,474.25,462.0,465.30999755859375,29247100
